11;19
13;21
15;21
19;22
22;12
24;8
33;21
37;3
37;10
44;3
44;10
48;20
49;14
52;21
54;11
59;12
65;14
67;19
70;4
75;1
77;18
79;8
83;17
85;14
88;4
96;2
102;4
105;5
109;21
112;6
114;5
119;20
129;15
131;24
136;22
141;19
142;24
148;11
155;18
159;3
159;10
166;23
168;7
171;24
180;12
189;8
192;17
195;11
201;15
207;20
209;16
212;6
214;17
216;21
221;15
224;21
234;12
237;12
240;24
248;11
249;16
252;12
254;23
257;15
260;15
264;24
273;11
275;1
278;3
278;10
285;24
292;11
295;19
308;9
312;12
314;11
316;9
318;11
320;12
324;12
326;18
333;1
335;24
337;23
345;22
348;17
351;15
355;24
360;22
363;1
368;21
371;22
376;17
389;23
391;21
392;11
393;21
395;3
395;10
398;8
399;1
403;5
410;13
411;8
417;22
419;5
424;12
426;21
434;21
435;2
439;23
444;20
446;21
448;15
449;20
452;22
457;9
459;11
460;11
463;21
469;3
469;10
470;20
479;23
480;13
483;24
485;24
486;8
489;12
495;19
497;20
503;19
514;24
516;23
521;19
529;3
529;10
532;20
535;21
538;12
542;20
546;11
547;20
551;20
554;1
558;20
559;18
564;24
567;5
572;17
575;17
580;6
581;21
584;17
593;8
600;13
607;7
611;19
613;21
616;17
620;5
623;21
627;20
634;20
643;24
645;6
647;5
651;20
654;21
658;4
662;18
664;19
667;15
669;16
671;14
678;11
683;19
686;13
691;18
697;18
700;21
703;7
705;21
714;20
718;11
722;3
722;10
729;18
731;20
733;21
737;15
745;14
746;13
749;2
753;21
755;21
757;14
760;3
760;10
764;5
770;24
772;20
778;6
783;2
786;13
792;1
795;14
808;22
814;19
815;19
818;22
822;1
824;1
829;2
832;8
842;9
847;3
847;10
850;14
852;18
860;23
866;9
868;19
875;18
878;3
878;10
881;7
884;20
885;18
891;18
898;2
901;24
903;24
908;22
911;7
916;3
916;10
922;16
926;9
929;3
929;10
933;19
936;8
942;13
943;11
944;5
948;19
949;9
957;22
965;23
968;24
970;22
972;24
978;3
978;10
981;4
986;24
991;20
992;24
995;20
1000;19
1001;16
1003;17
1007;19
1008;12
1013;20
1020;14
1022;21
1024;19
1030;22
1033;22
1035;4
1041;1
1052;11
1053;23
1056;3
1056;10
1057;20
1063;5
1065;24
1073;9
1077;17
1078;22
1086;7
1088;13
1090;2
1092;22
1098;21
1102;18
1107;3
1107;10
1110;15
1111;21
1112;13
1118;5
1121;3
1121;10
1125;14
1128;3
1128;10
1135;8
1137;22
1138;22
1144;18
1150;20
1159;23
1165;19
1167;3
1167;10
1169;23
1170;13
1173;7
1174;21
1178;20
1183;16
1184;23
1188;14
1192;8
1194;2
1196;18
1202;17
1209;21
1215;24
1219;18
1222;6
1223;3
1223;10
1231;7
1236;13
1243;5
1251;6
1253;17
1262;4
1265;15
1267;2
1268;20
1274;5
1282;5
1289;9
1293;9
1295;12
1297;11
1299;3
1299;10
1302;22
1322;20
1324;18
1327;6
1331;15
1334;4
1337;14
1341;7
1346;23
1349;12
1353;21
1361;19
1366;5
1369;13
1375;19
1376;12
1379;20
1382;19
1385;19
1386;20
1388;18
1400;22
1401;1
1404;7
1406;20
1407;17
1416;1
1432;19
1435;2
1438;23
1445;24
1452;19
1454;18
1455;22
1456;12
1457;21
1462;8
1469;13
1471;17
1475;8
1479;17
1489;12
1490;16
1491;3
1491;10
1492;15
1499;12
1500;14
1502;3
1502;10
1503;21
1506;22
1507;17
1512;24
1513;15
1520;22
1528;20
1531;5
1533;8
1534;17
1537;6
1540;23
1543;19
1549;23
1552;19
1559;22
1561;7
1567;15
1569;3
1569;10
1570;23
1575;18
1577;14
1590;23
1597;20
1602;19
1605;22
1616;24
1623;16
1625;23
1631;6
1633;3
1633;10
1635;6
1638;18
1642;22
1647;3
1647;10
1651;2
1657;13
1659;17
1666;17
1669;24
1675;13
1676;4
1677;15
1679;7
1683;6
1690;19
1693;11
1696;21
1701;8
1703;21
1706;12
1714;20
1715;24
1717;15
1719;20
1722;22
1729;15
1733;5
1739;20
1744;2
1749;11
1754;24
1759;20
1762;20
1767;9
1769;11
1771;9
1778;17
1782;14
1783;19
1786;11
1790;19
1798;11
1801;17
1802;3
1802;10
1806;22
1810;20
1824;23
1831;3
1831;10
1833;17
1835;14
1838;24
1839;14
1841;14
1845;19
1852;14
1853;7
1859;3
1859;10
1861;21
1869;14
1873;17
1877;24
1879;21
1882;19
1885;15
1892;17
1893;15
1898;16
1901;22
1902;20
1910;2
1911;17
1914;23
1917;23
1924;4
1928;2
1929;15
1938;14
1945;6
1947;14
1950;1
1956;24
1959;24
1961;22
1964;21
1971;18
1972;24
1977;3
1977;10
1982;23
1983;1
1988;22
1990;14
1994;13
2000;20
2004;8
2009;5
2010;22
2015;24
2022;24
2026;21
2029;24
2034;17
2035;12
2036;11
2039;18
2046;4
2047;14
2050;5
2054;11
2056;3
2056;10
2058;15
2059;23
2065;5
2071;9
2073;17
2076;5
2079;3
2079;10
2083;12
2087;12
2091;3
2091;10
2094;24
2096;1
2099;24
2102;22
2103;15
2106;7
2111;1
2113;16
2115;16
2122;22
2124;23
2126;22
2137;19
2138;12
2142;23
2146;23
2148;2
2151;14
2154;22
2157;3
2157;10
2159;8
2161;3
2161;10
2164;14
2169;17
2170;23
2174;15
2176;5
2178;18
2181;22
2187;12
2188;24
2192;23
2199;23
2201;19
2203;5
2205;5
2213;20
2214;5
2222;22
2227;8
2230;8
2232;5
2238;21
2241;20
2244;7
2251;19
2260;18
2262;17
2266;19
2271;21
2272;17
2286;12
2288;22
2293;8
2298;16
2302;3
2302;10
2310;21
2315;22
2319;14
2324;12
2326;23
2328;23
2332;6
2336;7
2339;1
2346;22
2349;14
2353;18
2355;13
2357;13
2360;24
2366;8
2367;14
2368;22
2373;15
2377;2
2378;20
2382;21
2383;8
2390;12
2398;15
2399;17
2406;15
2408;15
2416;15
2419;8
2421;3
2421;10
2423;14
2427;12
2428;17
2433;21
2439;13
2446;21
2448;21
2456;20
2461;21
2463;17
2468;23
2470;24
2471;24
2473;23
2475;23
2480;9
2481;23
2484;22
2487;23
2488;9
2495;18
2498;14
2505;23
2515;9
2516;21
2522;16
2528;17
2530;20
2533;22
2536;6
2539;16
2540;22
2551;23
2555;16
2557;1
2562;22
2565;22
2567;24
2569;24
2571;22
2573;12
2580;6
2582;21
2584;19
2588;20
2592;14
2597;22
2601;16
2604;1
2607;2
2610;18
2617;21
2619;19
2628;5
2630;5
2632;1
2639;8
2641;13
2642;12
2646;11
2647;3
2647;10
2658;11
2664;12
2665;15
2668;19
2672;23
2674;19
2682;23
2688;7
2689;21
2697;9
